phone_whatsapp,wa_verified,school_name,city,country,segment,lpr_name,lpr_instagram,school_instagram,website,lpr_status,hook,source_url,source,branches,google_rating,google_reviews,ig_followers,runs_ads,scale_score,tier,extra_phones
+77024899559,false,GENOM,Алматы,KZ,other,,,@genom.club,https://genom.club,C,"школа ментальной арифметики и скорочтения, онлайн-тренажёр (5000+ детей ежедневно)",https://genom.club/,tel_link,,,,,yes,3,whale,+77074899559
+77015722506,true,Funcode,Алматы,KZ,other,,,@funcode.kz,https://funcode.kz,C,"IT-школа для детей 6-17 лет, 20000+ выпускников, собственная платформа",https://funcode.kz/,wa_link,,,,,yes,3,whale,+77787497559
+77011201531,false,ISMA (ментальная арифметика),Астана,KZ,other,,,@isma_astana_official,https://ismakz.com,C,"международная сеть школ ментальной арифметики, филиал в Астане",https://ismakz.com/ru/contacts,site_text,,,,,yes,3,whale,
+996554556116,true,Точка Роста,Бишкек,KG,other,,,,https://tochka-rosta.kg,C,,https://tochka-rosta.kg/,wa_link,,,,,yes,3,whale,
+77472377773,false,Smartum,Тараз,KZ,other,,,@smartum_taraz,https://smartum.com.kz,C,"академия ментальной арифметики и мегапамяти, 2 центра в Таразе",https://smartum.com.kz/taraz_subdomain/contacts/taraz/,tel_link,2,,,,yes,3,whale,+77761170337
+77772796962,false,Smartum,Уральск,KZ,other,,,@smartum_kz_,https://smartum.com.kz,C,"академия ментальной арифметики Smartum, 2 центра в Уральске",https://smartum.com.kz/our-centers/uralsk_/,tel_link,2,,,,yes,3,whale,+77759907339;+77054440707
+77752245269,true,Пифагорка,Уральск,KZ,other,,,@pifagorka.oral,,C,,https://pifagorka-zko.orgs.biz/,wa_link,,,,,yes,3,whale,+77771819609;+77754999349;+77753208912;+77781676989
+77761170337,false,Smartum Шымкент,Шымкент,KZ,other,,,@smartum_kz_,https://smartum.com.kz,C,сеть из 2 филиалов,https://smartum.com.kz/shimkent_subdomain/contacts/shimkent/,tel_link,2,,,,yes,3,whale,+77768876688;+77758827557
+77003171020,true,Study in Chinas,Алматы,KZ,abroad,Нурсултан Сагындык,,,https://studyinchinas.com,B,Ежегодно зачисляет 1000+ студентов в вузы Китая,https://studyinchinas.com/,wa_link,,,,,yes,2,mid,
+77064284410,false,WeGlobal,Алматы,KZ,abroad,Ақжол Замбаев,,@weglobal.kz,https://weglobal.kz,B,собственная онлайн-платформа подготовки в Назарбаев Университет,https://weglobal.kz/,site_text,,,,4298,yes,2,mid,
+77087226076,true,Generation Centre,Астана,KZ,abroad,Гульмира Базарбаева,,@generation.centre,https://generation-centre.kz,B,"19 000 подписчиков, 3000+ подготовленных студентов",https://generation-centre.kz/,wa_link,,,,19000,no,2,mid,
+77770104646,true,Educ Way,Актобе,KZ,abroad,,,@educway.kz,https://educway.tilda.ws,C,"Филиалы в 4 городах: Актобе, Атырау, Актау, Шымкент",https://educway.tilda.ws/,wa_link,4,,,,no,2,mid,+77760924343;+77760924848;+77760924646;+77760924141
+77272221933,false,Alem Education,Актобе,KZ,abroad,,,,,C,Офисы в Алматы и Актобе,https://educationagentsguide.com/kazakhstan/alem_education.htm,catalog,2,,,,no,2,mid,
+77472000691,true,Studyroom,Алматы,KZ,abroad,,,@studyroom.kz,https://studyroom.kz,C,"образовательный центр в Алматы, зарубежное образование",https://studyroom.kz/,wa_link,,,,,yes,2,mid,+77074500451;+77072105115;+77279789030
+77005002146,true,Uniqu,Алматы,KZ,abroad,,,@uniqu.kz,https://uniqu.kz,C,970+ выпускников поступили; гранты и стипендии в Турцию/Китай/Италию,https://uniqu.kz/,wa_link,,,,,yes,2,mid,+77005008914;+77005008926
+77075260915,true,UniStudy,Алматы,KZ,abroad,,,@unistudy_kz,https://unistudy.kz,C,"образование за рубежом, консалтинг ICEF; Алматы и Астана",https://unistudy.kz/,wa_link,,,,,yes,2,mid,
+77017262014,true,Intellect,Алматы,KZ,abroad,,,@intellect_agency_kz,https://intellect.kz,C,"образовательное агентство (KAEA), аккредитация ICEF",https://intellect.kz/,wa_link,,,,,yes,2,mid,+77273751708;+77273753038
+77754443778,true,Green Step,Алматы,KZ,abroad,,,@greenstep_edu,https://greenstepedu.com,C,"9 лет на рынке, поступление в зарубежные вузы",https://greenstepedu.com/,wa_link,,,,,yes,2,mid,
+77077854070,false,ZStarKZ World education,Алматы,KZ,abroad,,,,https://www.zstar.kz,C,"2 филиала, международное образование и ЕНТ",https://www.zstar.kz/,tel_link,2,,,,no,2,mid,
+77015167508,false,Infinity,Астана,KZ,abroad,,,,https://ecinfinity.kz,C,"На рынке с 2008 г., собственный отдел обучения за рубежом",https://ecinfinity.kz/,tel_link,,,,,yes,2,mid,
+77000218899,true,UP2U,Атырау,KZ,abroad,,,@up2u_atyrau,https://uptou.kz,C,"обучение за рубежом, подготовка IELTS, стипендии и гранты",https://uptou.kz/,wa_link,,,,,yes,2,mid,
+996990045041,false,IELTS Academy,Бишкек,KG,abroad,,,@ielts.sensei,https://ielts-academykg.com,C,,https://ielts-academykg.com/,tel_link,,,,,yes,2,mid,
+996551447143,true,IQ Consulting,Бишкек,KG,abroad,,,@iq.consulting_,https://iq-consulting.kg,C,,https://iq-consulting.kg/,wa_link,,,,,no,2,mid,+996707005317
+77077506417,false,Langberry,Петропавловск,KZ,abroad,,,,https://langberry.kz,C,сеть языковых школ в 3+ городах Казахстана,https://web.archive.org/web/20251215225153/https://langberry.kz/contacts/mi-v-socsetyax,site_text,4,,,,no,2,mid,
+77018166364,false,InterClass,Актау,KZ,ielts,,,,http://interclass.kz/,C,,https://aktau.jsprav.ru/izuchenie-anglijskogo-yazyika/,site_text,,,,,no,2,mid,
+77754369220,true,Big Ben,Актобе,KZ,ielts,,,@english_bigben_aktobe,https://bigben.kz,C,сеть из 4 филиалов,https://bigben.kz/,wa_link,4,,,,no,2,mid,+77472148878;+77028962868;+77470263077
+77758872317,false,Асерас,Актобе,KZ,ielts,,,,,C,сеть из 3 филиалов,https://aktyubinsk.jsprav.ru/kursyi-inostrannyih-yazyikov/iazykovoi-tsentr-aseras-2/,site_text,3,,,,no,2,mid,
+77083437111,false,Next Level English,Алматы,KZ,ielts,,,@nextlevelenglish,https://nle.kz,C,,https://nle.kz/,tel_link,,,,,yes,2,mid,
+77023105445,false,FLC Education,Алматы,KZ,ielts,,,@flc_education,https://flc-edu.kz,C,,https://flc-edu.kz/,tel_link,,,,,yes,2,mid,
+77756697540,true,Lingvomania,Алматы,KZ,ielts,,,@lingvomania,https://lingvomania.kz,C,"2500+ студентов, на рынке с 2015 года",https://lingvomania.kz/,wa_link,,,,,yes,2,mid,+77070554512
+77000972710,true,Академия Роста,Астана,KZ,ielts,,,@a.rosta_cpp,https://a-rosta.kz,C,11 лет на рынке,https://a-rosta.kz/vse-kursy/yazykovye-kursy/,wa_link,,,,,yes,2,mid,
+77020296315,true,AngloClub,Астана,KZ,ielts,,,@angloclub.ast,https://angloclub.kz,C,"10+ лет опыта, 2000+ выпускников",https://angloclub.kz/,wa_link,,,,,no,2,mid,
+996555386666,true,Эклектика,Бишкек,KG,ielts,,,@eclectica.kg,https://eclectica.kg,C,,https://eclectica.kg/,wa_link,,,,,yes,2,mid,+996508200800;+996777364382;+996770200800;+996558200800;+996557200800;+996312364382
+996550915022,false,MLDC (Мейкерспейс АУЦА),Бишкек,KG,ielts,,,@mldc.auca.kg,https://mldc.auca.kg,C,учебный центр при Американском университете в Центральной Азии,https://mldc.auca.kg/,tel_link,,,,,no,2,mid,+996502915022;+996312915022
+996770802299,false,English Zone,Бишкек,KG,ielts,,,,,C,4 филиала в Бишкеке,https://kg.gorodwiki.ru/bishkek/english-zone-7998-otzyvy,site_text,4,,,,no,2,mid,
+996558131592,false,American School,Бишкек,KG,ielts,,,@americanschool.courses,,C,30 тыс подписчиков в Instagram,https://www.goldenpages.kg/ru/company/show/4483-american-school.html,site_text,,,,30000,no,2,mid,+996312908459;+996312561360
+77084669689,true,Формула успеха,Павлодар,KZ,ielts,,,@uspekhaformula,https://formulauspekha.kz,C,центр дополнительного образования,https://formulauspekha.kz/ru,wa_link,,,,7580,yes,2,mid,+77182669689;+77051624242;+77001624242
+77768314368,true,Немецкий языковой центр (Sprachlernzentrum Pawlodar),Павлодар,KZ,ielts,,,@slz_pawlodar,https://deutsch-zentrum.com,C,Goethe-Institut official partner,https://deutsch-zentrum.com/pawlodar-kontakt/?lang=ru,wa_link,,,,,no,2,mid,
+77051674849,false,Next,Павлодар,KZ,ielts,,,@english.next_pvl,,C,"2 филиала в Павлодаре, 8600+ подписчиков Instagram",https://pavlodar.jsprav.ru/kursy-delovogo-angliiskogo-iazyka/next-3/,site_text,2,,,8644,no,2,mid,
+77057750720,true,Language Transform,Петропавловск,KZ,ielts,,,,,C,"4 адреса, позиционируется как единственный IELTS-центр города",https://web.archive.org/web/20230923103836/https://petropavlmaps.ru/place/736-centr-razvitija-language-transform.html,wa_link,4,,,,no,2,mid,
+77054120771,true,Hampton School of Languages,Петропавловск,KZ,ielts,,,@hampton.school,https://hsl.kz,C,,https://hsl.kz/,wa_link,,,,,no,2,mid,
+77075174900,false,Smart,Шымкент,KZ,ielts,,,,,C,сеть из 2 филиалов,https://kursy-shymkent.kz/course/study/podgotovka-ktl-nish-nu-sdu-aristan-muit,tel_link,2,,,,no,2,mid,+77759391493
+77780012343,true,Speaking Time,Шымкент,KZ,ielts,,,@speaking_time,http://speakingtime.kz,C,"11 лет, 5000+ студентов, 300 учатся за рубежом",http://speakingtime.kz/,wa_link,,,,,yes,2,mid,
+77058945571,true,Oxana Son English School,Шымкент,KZ,ielts,,,@oxanason_english_school_kz,https://oxanason.kz,C,с 2014 года готовит к жизни за границей,https://oxanason.kz/,wa_link,,,,,yes,2,mid,
+77015702173,true,Білім,Актобе,KZ,ent,,,@bilim_aktobe,,C,"17 тыс. подписчиков, готовит к ЕНТ с 2006 года",https://taplink.cc/bilim_aktobe,wa_link,,,,17000,no,2,mid,+77074922976
+77789247750,false,Знание Актобе,Актобе,KZ,ent,,,@kursy_aktobe04,https://profi-kursy.kz,C,,https://profi-kursy.kz/kontakty,tel_link,,,,,no,2,mid,+77059683303;+77057691734;+77057691726
+77071444086,true,OKBolashak,Алматы,KZ,ent,,,@ok_bolashak,https://ok-bolashak.kz,C,2 филиала подготовки к ЕНТ в Алматы,https://ok-bolashak.kz/,wa_link,2,,,,no,2,mid,+77272212202
+77086519171,true,Sadirova's Center,Алматы,KZ,ent,,,@sadirova_ent_center,https://www.sadirovacenter.kz,C,Готовит к ЕНТ с 2017 года,https://www.sadirovacenter.kz/,wa_link,,,,,yes,2,mid,
+77071235813,true,Fibonacci,Алматы,KZ,ent,,,@fibonacci.centre,https://fibonacci.kz,C,репетиторский центр по математике/физике/химии с 2013 года,https://fibonacci.kz/,wa_link,,,,,yes,2,mid,+77473724523;+77770982499
+77780003625,true,Emtihan.kz,Алматы,KZ,ent,,,@emtihan.kz,https://emtihan.kz,C,,https://emtihan.kz/ru,wa_link,,,,,yes,2,mid,
+77026667182,false,Newton Kazakhstan,Алматы,KZ,ent,,,,https://newtonacademy.kz,C,3 филиала в Алматы,https://newtonacademy.kz/oferta-ala-rus,site_text,3,,,,no,2,mid,
+77475850405,true,Ақылды мектеп,Астана,KZ,ent,,,,https://aqyldymektep.kz,C,4 филиала в Астане,https://www.aqyldymektep.kz/assets/index-DTgFEpUx.js,wa_link,4,,,,no,2,mid,
+77007000303,false,Lets,Атырау,KZ,ent,,,@lets.atyrau,https://letsedu.kz,C,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,2,mid,+77087116038
+77776551177,true,Умники и умницы,Петропавловск,KZ,ent,,,@r.z._umniki_i_umnicy,https://umniki.kz,C,"Детский центр, сеть в Петропавловске, подготовка к школе",https://umniki.kz/,wa_link,4,,,,no,2,mid,
+77071234493,true,Megamozg,Семей,KZ,ent,,,@megamozg_semey,https://mega-mozg.kz,C,,https://mega-mozg.kz/,wa_link,,,,,no,2,mid,+77051314491
+77053061123,false,Mega Kids,Актау,KZ,other,,,,,C,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,2,mid,
+77752064345,false,KIBERone,Актау,KZ,other,,,,,C,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,2,mid,
+77084309262,false,Роботрек Актау,Актау,KZ,other,,,,,C,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,2,mid,
+77014429559,false,IQ007 Актау,Актау,KZ,other,,,,,C,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,2,mid,
+77007877787,false,ISMA Актобе,Актобе,KZ,other,,,@isma.kerimai,https://ismakz.com,C,,https://ismakz.com/,site_text,,,,,no,2,mid,
+77079085229,false,Smartum Актобе,Актобе,KZ,other,,,@smartum_kz_,https://smartum.com.kz,C,,https://smartum.com.kz/aktobe_subdomain/kz/,tel_link,,,,,no,2,mid,
+77023220303,false,UCMAS Kazakhstan Актобе,Актобе,KZ,other,,,,,C,,https://lyubimiigorod.ru/aktobe/companies/13865,tel_link,,,,,no,2,mid,
+77475675626,false,KIBERone Актобе,Актобе,KZ,other,,,,,C,,https://aktobe.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,2,mid,
+77710393998,false,Obrain,Актобе,KZ,other,,,,,C,,https://lyubimiigorod.ru/aktobe/companies/13865,tel_link,,,,,no,2,mid,
+77472425253,false,Obrain (Айтеке Би),Актобе,KZ,other,,,,,C,,https://lyubimiigorod.ru/aktobe/companies/13865,tel_link,,,,,no,2,mid,
+77056768807,false,FasTracKids Актобе,Актобе,KZ,other,,,,,C,,https://aktobe.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,2,mid,
+77762517074,true,Wonderland,Алматы,KZ,other,,,@kids_wonder_almaty,https://wland.kz,C,"детский центр Wonderland, развитие детей 1-6 лет, продлёнка",https://wland.kz/,wa_link,,,,,yes,2,mid,
+77782684186,true,"Мол АйТи (Mol IT, школа программирования)",Астана,KZ,other,,,@molit.astana,https://kursgo.kz,C,,https://kursgo.kz/,wa_link,,,,,yes,2,mid,+77009120952
+77754567350,false,ROBOTEK (школа робототехники),Астана,KZ,other,,,@robotek.kz,https://robotek.kz,C,"школа робототехники в Астане, обучает с 2014 года (LEGO WeDo/Mindstorms)",https://robotek.kz/,tel_link,,,,,yes,2,mid,
+77059262125,false,Astrobot (школа робототехники),Астана,KZ,other,,,@astrobot.kz,https://astrobot.kz,C,"робототехника, программирование и 3D-печать для детей 5-16 лет",https://astrobot.kz/ru,site_text,,,,,yes,2,mid,
+77770338885,true,FasTracKids (центр раннего развития),Астана,KZ,other,,,,https://fastrackids.kz,C,"международная методика раннего развития, несколько центров в Астане (Бутина, Арена, Спутник)",https://fastrackids.kz/,wa_link,,,,,no,2,mid,
+77760773101,true,KIBERone,Атырау,KZ,other,,,@kiberone.atyrau,https://atyrau.kiber-one.kz/,C,,https://atyrau.kiber-one.kz/,wa_link,,,,,no,2,mid,
+77071023562,false,A-Pro Academy,Атырау,KZ,other,,,,,C,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,2,mid,
+77084207006,false,Исма,Атырау,KZ,other,,,,,C,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,2,mid,
+77753506895,false,Znamus,Атырау,KZ,other,,,,,C,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,2,mid,
+77051943883,false,Эи Дети,Атырау,KZ,other,,,,,C,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,2,mid,
+77012556749,false,Альтаир,Караганда,KZ,other,,,@altair_karaganda,https://altair2001.org,C,25 лет на рынке,https://www.altair2001.org/pages/contact-us?origin=topnav,site_text,,,,,no,2,mid,+77027631991
+77017643873,false,Personal,Караганда,KZ,other,,,@personal_kursy_krg,https://personal24.kz,C,27 лет на рынке,https://personal24.kz/karaganda,site_text,,,,,yes,2,mid,
+77781193031,false,ISMA Караганда (ментальная арифметика),Караганда,KZ,other,,,,https://ismakz.com,C,,https://ismakz.com/ru/contacts,site_text,,,,,no,2,mid,
+77779230252,false,ISMA,Костанай,KZ,other,,,@isma_kostanay,https://ismakz.com,C,,https://ismakz.com/ru/contacts,site_text,,,,,no,2,mid,+77766809343
+77766963232,false,Ucmas,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,2,mid,+77783621888;+77769963232;+77713402752;+77012236153
+77758338825,false,Эрудит kids,Павлодар,KZ,other,,,@erudit_kids.pvl,,C,сеть из 2 филиалов,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text,2,,,,no,2,mid,
+77773826540,false,АзБуКа,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр (2 адреса),https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,2,mid,+77778212801
+77771530757,false,Учцентр АзБуКа,Усть-Каменогорск,KZ,other,,,,,C,"Учебный центр, филиал на Назарбаева 59",https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,2,mid,+77774153636;+77772885890;+77056480617
+77778520098,false,UP-Grade,Усть-Каменогорск,KZ,other,,,@up_grade_uk,,C,"Курсы профессий (70 направлений), рассрочка Kaspi",https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog,2,,,9044,no,2,mid,
+77710723026,false,IT STEP,Усть-Каменогорск,KZ,other,,,@itstep.ust_kamenogorsk,https://uka.itstep.org/,C,,https://uka.itstep.org/ru/contacts,tel_link,,,,,yes,2,mid,
+77071502230,false,ISMA,Шымкент,KZ,other,,,@shymkent.isma,https://ismakz.com,C,,https://ismakz.com/ru/contacts,site_text,,,,,no,2,mid,+77029405508
+77012705544,false,Easy Education,Актау,KZ,abroad,,,@easyedu.kz,,C,экзаменационный центр TOEFL на базе центра в Актау,https://get-edu.kz/news/v-aktau-otkrylsya-ekzamenaczionnyj-czentr-toefl-v-easy-education/,catalog,,,,,no,1,mid,
+77005555999,true,OnStudy,Актобе,KZ,abroad,,,,https://onstudy.kz,C,,https://onstudy.kz/aktobe/podgotovka_k_ielts,wa_link,,,,,yes,1,mid,
+77014126583,false,ABSALAM,Алматы,KZ,abroad,,,,https://absalam.com.kz,C,,https://absalam.com.kz/,tel_link,,,,,yes,1,mid,+77273441072
+77785953063,false,A-Education,Алматы,KZ,abroad,,,@a_education,https://a-education.kz,C,на рынке образования с 2009 года,https://a-education.kz/,site_text,,,,,no,1,mid,
+77018050522,false,OK Study,Алматы,KZ,abroad,,,@okstudy.kz,https://okstudy.kz,C,"агентство по образованию за рубежом, поступление в университеты за границей",https://www.okstudy.kz/,tel_link,,,,,yes,1,mid,+77077107800
+77762228828,true,NEO Centre,Астана,KZ,abroad,,,@neo.centre,,C,"Курсы SAT, IELTS, NUFYP в Астане с 2016 года",https://neocentre.orgs.biz/,wa_link,,,,,no,1,mid,+77773072770
+77059895179,false,Московский международный университет (представительство Шымкент),Шымкент,KZ,abroad,,,,,C,,https://shymkent.spravker.ru/obuchenie-za-rubezhom/,catalog,,,,,no,1,mid,
+77013935063,true,English School,Актау,KZ,ielts,,,,,C,,https://englishclasses7292.orgs.biz/,wa_link,,,,,yes,1,mid,
+77009787835,true,Английская школа,Актау,KZ,ielts,,,,,C,,https://www.inaktau.kz/catalog/index/853264/castnaa-nacalnaa-i-srednaa-anglijskaa-skola-v-aktau,wa_link,,,,,yes,1,mid,+77292500521;+77292524137
+77754456558,false,English in Progress,Актау,KZ,ielts,,,@aktau_englishinprogress,https://englishinprogress.kz/,C,20 лет на рынке,https://aktau.jsprav.ru/izuchenie-anglijskogo-yazyika/,site_text,,,,,no,1,mid,+77473856175
+77054851405,true,LinguaTime School,Алматы,KZ,ielts,,,@linguatimeschool,https://linguatime.kz,C,,https://linguatime.kz/,wa_link,,,,,yes,1,mid,
+77019765703,true,LetsStudy,Алматы,KZ,ielts,,,@letsstudy.kz,,C,,http://letsstudykz.tilda.ws/,wa_link,,,,,no,1,mid,
+77082092564,true,Global Quest,Алматы,KZ,ielts,,,@globalquest_kz,https://www.globalquest.kz,C,,https://www.globalquest.kz/,wa_link,,,,,no,1,mid,+77056926777
+77772920330,false,Angelstream,Алматы,KZ,ielts,,,@angelstream,https://angelstream.com,C,,https://angelstream.com/,tel_link,,,,,yes,1,mid,+77272920330
+996701002777,false,The London School of Languages and Cultures,Бишкек,KG,ielts,,,,https://londonschool.kg,C,Сертифицированный центр ETS (TOEFL iBT),https://londonschool.kg/,site_text,,,,,no,1,mid,+996702366193;+996701033777;+996312545430;+996312544474;+996312545262
+996555711465,false,Express English,Бишкек,KG,ielts,,,,,C,23 лет на рынке,https://courses.kg/english/express-english/,site_text,,,,,no,1,mid,+996557676766
+996551151351,false,Solers,Бишкек,KG,ielts,,,,,C,,https://courses.kg/2015/02/solers/,site_text,,,,,no,1,mid,+996779164982;+996312299485
+996559300312,false,ANG Best Training,Бишкек,KG,ielts,,,,,C,,https://courses.kg/2014/08/ang-best-training/,site_text,,,,,no,1,mid,+996312589369
+996551887755,false,BeFree Edu,Бишкек,KG,ielts,,,@befree_edu,https://www.befreekg.com,C,23 тыс подписчиков в Instagram,https://befreekg.com/contacts.html,tel_link,,,,23000,no,1,mid,+996500887755;+996509887755;+996557237755;+996700509068;+996557509068
+996553552298,false,Cambridge School Bishkek,Бишкек,KG,ielts,,,@cambridgeschoolbishkek,,C,18 тыс подписчиков в Instagram,https://kirgizia.spr.ru/bishkek/cambridge-school.html,tel_link,,,,18000,no,1,mid,+996312430996;+996312430994
+77750300305,true,SpeakEng,Караганда,KZ,ielts,,,,https://speakeng.kz,C,,https://speakeng.kz/,wa_link,,,,,yes,1,mid,
+77056260758,true,Fox English Club,Костанай,KZ,ielts,,,,,C,"английский клуб в Костанае, подготовка к экзаменам (IELTS/TOEFL) и ЕНТ",https://club157184354.orgs.biz/,wa_link,,,,,yes,1,mid,+77077225791
+77474059811,false,Speak English,Костанай,KZ,ielts,,,@speak.44,,C,"19 тыс подписчиков в Instagram, курсы 7 языков",https://center-speak44.aqulas.me/,site_text,,,,19000,no,1,mid,
+77476688937,false,Азбука,Павлодар,KZ,ielts,,,,,C,,https://abcde--abcde.orgs.biz/,site_text,,,,,no,1,mid,+77074449670
+77082488422,true,Учазия,Петропавловск,KZ,ielts,,,@uch.asia,https://uch.asia,C,"Учебно-репетиторский центр: подготовка к ЕНТ/КТА, репетиторы по всем предметам",https://uch.asia/kontakty,wa_link,,,,,no,1,mid,+77715417427
+77783412483,false,Business IQ,Уральск,KZ,ielts,,,@business_iq_,https://biq.kz,C,,https://biq.kz/,tel_link,,,,,no,1,mid,+77770887030;+77122564117
+77029341311,true,C.L.A.S.,Уральск,KZ,ielts,,,,,C,,https://educationalcentreclas.orgs.biz/,wa_link,,,,,yes,1,mid,+77078685642;+77011540755
+77018683899,true,Damu Academy,Уральск,KZ,ielts,,,,,C,,https://english--college.orgs.biz/,wa_link,,,,,yes,1,mid,+77073198289
+77771776681,true,Headway,Усть-Каменогорск,KZ,ielts,,,,https://headway.kz,C,,https://headway.kz/,wa_link,,,,,yes,1,mid,
+77785120669,false,Nazarsh,Шымкент,KZ,ielts,,,,https://www.nazarsh.com,C,27 лет на рынке образовательных услуг,https://www.nazarsh.com/ielts,site_text,,,,,no,1,mid,+77057053131;+77055723721
+77079802060,false,Салем (Salem Social Village),Шымкент,KZ,ielts,,,@salemsocialvillage,http://salemsocialvillage.kz,C,самый большой ресурсный центр английского языка в Шымкенте,http://salemsocialvillage.kz/ssv_project/english-courses/,site_text,,,,,no,1,mid,+77053715041
+77252482297,false,Goldman Education,Шымкент,KZ,ielts,,,,,C,15 лет на рынке,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,1,mid,
+77713253274,false,Praxis,Шымкент,KZ,ielts,,,,,C,12 лет на рынке,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,1,mid,
+77132708088,false,Ақылды бала,Актобе,KZ,ent,,,,,C,13 лет на рынке,https://aktobe.iseducate.ru/uchebnye-tsentry/,tel_link,,,,,no,1,mid,
+996704251100,true,LevelGo,Бишкек,KG,ent,,,@levelgo.ort,https://levelgo.kg,C,,https://levelgo.kg/,wa_link,,,,,yes,1,mid,
+996990123333,false,Единство,Бишкек,KG,ent,,,@ofedinstvo,https://ed.kyrg.info,C,,https://ed.kyrg.info/obrazovanie/podgotovka-k-postupleniyu/,tel_link,,,,,yes,1,mid,+996223223333;+996312437287
+77081346607,true,Indigo,Кызылорда,KZ,ent,,,@indigo.kzo,,C,Учебный центр с 15 000 подписчиков в Instagram,https://taplink.cc/indigo.kzo,wa_link,,,,15000,no,1,mid,+77714808812
+77021733876,true,Ybyrai Akademiasy,Тараз,KZ,ent,,,,https://ybyrai.kz,C,,https://ybyrai.kz/,wa_link,,,,,yes,1,mid,
+77764041313,true,Отличник,Шымкент,KZ,ent,,,@otlichnik_shymkent,,C,,https://otlichnik-pi.vercel.app,wa_link,,,,,no,1,mid,
+77003470091,true,Space Kids,Алматы,KZ,other,,,@spacekids.kz,https://spacekids.kz,C,,https://spacekids.kz/,wa_link,,,,,yes,1,mid,
+77089367255,true,Robot.kz,Алматы,KZ,other,,,@robot.kz,https://robot.kz,C,"робототехника, робокласс для детей 7-14 лет",https://robot.kz/,wa_link,,,,,no,1,mid,
+77777157535,false,RobotX,Алматы,KZ,other,,,@robotx.kz,https://robotx.kz,C,курсы робототехники для детей 7-15 лет,https://www.robotx.kz/,tel_link,,,,,no,1,mid,+77273572337
+77475070705,false,Bala Land,Алматы,KZ,other,,,@bala_land_center,http://bala-land.kz,C,детский центр развития,http://bala-land.kz/,site_text,,,,,yes,1,mid,+77076080806
+77017883816,false,Монтессори-класс,Алматы,KZ,other,,,,http://montessori-almaty.kz,C,один из первых Монтессори-центров в Алматы (с 2005 года),http://www.montessori-almaty.kz/,site_text,,,,,no,1,mid,
+77016092552,false,Bambi,Астана,KZ,other,,,@bambi_official.kz,https://bambi-astana.kz,C,"детский образовательный центр развития на правом берегу Астаны, подготовка к школе",https://bambi-astana.kz/,site_text,,,,,yes,1,mid,
+77711035289,true,Harmony (центр скорочтения и развития),Астана,KZ,other,,,@harmony_education,https://harmony.kz,C,скорочтение и развитие памяти для детей и взрослых в Астане,https://harmony.kz/skorochtenie.html,wa_link,,,,,yes,1,mid,
+77751605378,true,Интеллект-сити (детский центр развития),Астана,KZ,other,,,@intellektcity,https://intellekt.centralschool.kz,C,детский центр развития на Богенбай батыра 56 (ЖК Фаворит),https://intellekt.centralschool.kz/,wa_link,,,,,yes,1,mid,+77013336815;+77172422066
+996999900542,false,GeekBrains Кыргызстан,Бишкек,KG,other,,,@geekbrains.kg,https://geekbrains.kg,C,,https://geekbrains.kg/contacts/,tel_link,,,,,yes,1,mid,+996999900540
+77761777709,false,Знатоки,Усть-Каменогорск,KZ,other,,,@znatokiclub,http://znatokiclub.kz/,C,10 лет на рынке,http://znatokiclub.kz/,site_text,,,,,no,1,mid,+77719139797
+77760550102,false,5ke.Kz,Актобе,KZ,abroad,,,,https://www.study-inn.kz,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77077702577,false,Oxford Vision,Актобе,KZ,abroad,,,,,C,,https://aktobe.spravker.ru/obuchenie-za-rubezhom/,catalog,,,,,no,0,base,
